VehicleID,ClientID,Marque,Modele,Version,Annee,Categorie,Carburant,Transmission,PuissanceDIN,PuissanceCV,ValeurNeuve,ValeurActuelle,NombrePlaces,Poids,Cylindree,Couleur,NombrePortes,VIN,Immatriculation,Etat
VH000287,CL000287,Mercedes-Benz,Classe A,Classe A Intens,2017,Compacte,Diesel,Automatique,136,7,445000,254982.69,5,1360,1332,Beige,5,WDDA6C00E56CD7EF3,49029|UF|8,Excellent
VH000288,CL000288,Dacia,Duster,Duster GT Line,2022,SUV,Diesel,Automatique,90,5,195000,139696.63,5,1230,1461,Gris,5,UU113EE0DA34E21F8,00288-T-6,Bon
VH000289,CL000289,Renault,Captur,Captur Intens,2019,SUV,Diesel,Manuelle,110,6,265000,147829.35,5,1220,999,Blanc,5,VF1DA2EA0D00A0979,33746|XM|2,Excellent
VH000290,CL000290,Fiat,500,500 Business,2019,Citadine,Diesel,Automatique,70,4,165000,92044.69,4,960,999,Blanc,3,ZFAB155184F425483,17072|TE|8,Bon
VH000291,CL000291,Nissan,Micra,Micra Active,2022,Citadine,Essence,Manuelle,71,4,165000,118204.84,5,980,999,Gris,5,JN12CA53368197A58,00291-D-8,Bon
VH000292,CL000292,Dacia,Spring,Spring GT Line,2023,Citadine,Électrique,Automatique,45,2,162750,110909.57,4,970,0,Beige,5,UU15EECAA733B5B33,83708|BJ|4,Bon
VH000293,CL000293,BMW,X3,X3 Active,2020,SUV,Diesel,Manuelle,190,11,625000,378971.88,5,1780,1998,Argent,5,WBA4B4383679F2532,39625|MA|3,Bon
VH000294,CL000294,Citroën,C3,C3 Intens,2014,Citadine,Essence,Manuelle,83,5,175000,83286.06,5,1060,1199,Rouge,5,VF71F45CFAB3577FA,00294-C-7,Excellent
VH000295,CL000295,Suzuki,Vitara,Vitara Business,2015,SUV,Diesel,Automatique,102,6,245000,124043.06,5,1180,1373,Rouge,5,JS227EF3E5FC44D03,45391|EC|6,Bon
VH000296,CL000296,Toyota,Yaris,Yaris Business,2016,Citadine,Hybride,Automatique,72,4,207200,111601.05,5,980,998,Gris,5,JTD07F26FB53D037A,87155|BD|8,Excellent
VH000297,CL000297,Suzuki,Vitara,Vitara Iconic,2015,SUV,Hybride,Automatique,102,6,274400,138928.23,5,1180,1373,Beige,5,JS2525BB294FD3450,00297-D-1,Bon
VH000298,CL000298,Audi,A4,A4 Iconic,2019,Berline,Hybride,Manuelle,150,9,543200,303022.27,5,1520,1968,Argent,4,WAU1DBA829EFBE4D6,88839|FK|8,Excellent
VH000299,CL000299,Toyota,Corolla,Corolla Active,2022,Berline,Diesel,Manuelle,122,6,295000,211335.92,5,1350,1798,Argent,4,JTDB34D5CC5EF1B6B,88769|SG|6,Correct
VH000300,CL000300,Toyota,Yaris,Yaris Business,2013,Citadine,Diesel,Manuelle,72,4,185000,82762.54,5,980,998,Noir,5,JTDA096C119050752,00300-T-1,Correct
VH000301,CL000301,Nissan,Qashqai,Qashqai Business,2013,SUV,Essence,Automatique,140,7,325000,145393.66,5,1380,1332,Noir,5,JN124CCD450A86142,52089|YL|5,Correct
VH000302,CL000302,Peugeot,2008,2008 Intens,2023,SUV,Hybride,Manuelle,110,6,308000,209893.38,5,1200,1199,Gris,5,VF3CDAA2BE3F43D95,78522|HZ|6,Bon
VH000303,CL000303,BMW,Série 3,Série 3 Active,2017,Berline,Essence,Automatique,184,10,525000,300822.27,5,1520,1998,Marron,4,WBACE48C8B7C50206,00303-B-4,Bon
VH000304,CL000304,Audi,A3,A3 Business,2025,Compacte,Hybride,Automatique,150,8,476000,418880.0,5,1380,1498,Rouge,5,WAUFF73F3FF881158,36994|FF|4,Bon
VH000305,CL000305,Renault,Captur,Captur GT Line,2024,SUV,Diesel,Automatique,110,6,265000,205216.0,5,1220,999,Gris,5,VF16D2AC36A095844,87382|TG|2,Bon
VH000306,CL000306,Suzuki,Swift,Swift Intens,2014,Citadine,Essence,Manuelle,83,4,155000,73767.65,5,950,1197,Noir,5,JS2E622095896D310,00306-B-8,Bon
VH000307,CL000307,Ford,Fiesta,Fiesta Iconic,2012,Citadine,Hybride,Manuelle,85,5,218400,91842.26,5,1080,998,Rouge,5,WF00F06F380D8C5FB,72129|SZ|4,Bon
VH000308,CL000308,Mercedes-Benz,Classe C,Classe C Intens,2016,Berline,Essence,Automatique,156,9,565000,304317.54,5,1480,1496,Beige,4,WDD80EA9401429AB5,94095|RL|5,Usé
VH000309,CL000309,Renault,Captur,Captur Business,2025,SUV,Hybride,Manuelle,110,6,296800,261184.0,5,1220,999,Gris,5,VF111A4C657D0A2FA,00309-W-7,Excellent
VH000310,CL000310,Mercedes-Benz,GLC,GLC Intens,2017,SUV,Essence,Manuelle,197,10,685000,392501.44,5,1820,1991,Marron,5,WDD8E3144EE0F756D,97940|SS|4,Bon
VH000311,CL000311,Dacia,Logan,Logan Active,2022,Berline,Essence,Automatique,90,5,135000,96713.05,5,1100,999,Rouge,4,UU11442E81B4B23F2,73547|CD|5,Bon
VH000312,CL000312,Volkswagen,Passat,Passat Business,2015,Berline,Essence,Automatique,150,8,385000,194924.81,5,1480,1968,Bleu,4,WVWF41E3C4D726E30,00312-D-5,Excellent
VH000313,CL000313,BMW,Série 3,Série 3 Active,2020,Berline,Essence,Manuelle,184,10,525000,318336.38,5,1520,1998,Argent,4,WBA77E6E48ACA9B03,20759|YF|3,Usé
VH000314,CL000314,Renault,Clio V,Clio V Intens,2021,Citadine,Hybride,Manuelle,90,5,207200,136561.69,5,1150,999,Marron,5,VF1F4E9D26A9B24A3,65625|PR|4,Bon
VH000315,CL000315,Dacia,Duster,Duster Intens,2020,SUV,Diesel,Manuelle,90,5,195000,118239.23,5,1230,1461,Vert,5,UU1332F8AB02D0D6F,00315-W-4,Usé
VH000316,CL000316,Fiat,500,500 Iconic,2014,Citadine,Essence,Automatique,70,4,165000,78526.85,4,960,999,Bleu,3,ZFA88B44533AC0467,11291|CJ|7,Usé
VH000317,CL000317,Dacia,Spring,Spring Business,2018,Citadine,Électrique,Manuelle,45,2,162750,99207.34,4,970,0,Argent,5,UU12614720DB97796,61955|MB|3,Bon
VH000318,CL000318,Peugeot,208,208 Business,2021,Citadine,Hybride,Manuelle,100,5,240800,158706.83,5,1120,1199,Marron,5,VF34759C433B2EA8D,00318-B-3,Correct
VH000319,CL000319,BMW,Série 1,Série 1 GT Line,2021,Compacte,Diesel,Manuelle,140,8,425000,280109.65,5,1380,1995,Beige,5,WBA3421964939CB53,84222|PM|1,Bon
VH000320,CL000320,Kia,Picanto,Picanto Intens,2019,Citadine,Essence,Manuelle,67,4,135000,75309.29,5,900,998,Gris,5,KNA30890F9C8B4DA7,81501|YE|3,Correct
VH000321,CL000321,Kia,Picanto,Picanto Iconic,2016,Citadine,Hybride,Automatique,67,4,151200,81438.61,5,900,998,Marron,5,KNAA5CBE5C15231C7,00321-W-5,Correct
VH000322,CL000322,Hyundai,Accent,Accent Business,2024,Berline,Diesel,Manuelle,100,5,195000,151008.0,5,1100,1368,Argent,4,KMHD01750E0818F8F,78284|JC|8,Bon
VH000323,CL000323,Hyundai,Creta,Creta Active,2023,SUV,Hybride,Manuelle,120,6,296800,202260.89,5,1250,1497,Gris,5,KMHAF644A51B4D928,69135|SB|9,Usé
VH000324,CL000324,Renault,Clio V,Clio V Intens,2014,Citadine,Diesel,Automatique,90,5,185000,88045.26,5,1150,999,Marron,5,VF10010F3E1BC38C3,00324-W-4,Correct
VH000325,CL000325,Dacia,Sandero,Sandero Active,2018,Citadine,Essence,Automatique,65,4,125000,76196.12,5,1050,999,Bleu,5,UU11DA4E608737130,44807|YR|6,Correct
VH000326,CL000326,Renault,Captur,Captur Iconic,2023,SUV,Essence,Manuelle,110,6,265000,180590.08,5,1220,999,Blanc,5,VF15BCF1BBECB36A9,26096|JB|6,Correct
VH000327,CL000327,BMW,X5,X5 Active,2022,SUV,Diesel,Automatique,265,14,895000,641171.7,5,2150,2998,Blanc,5,WBAFC5CD62A2E1B94,00327-A-4,Correct
VH000328,CL000328,Mercedes-Benz,GLC,GLC Business,2023,SUV,Hybride,Manuelle,197,10,767200,522825.32,5,1820,1991,Marron,5,WDD5957DA71D717EF,17928|LB|4,Bon
VH000329,CL000329,Dacia,Spring,Spring Intens,2025,Citadine,Électrique,Manuelle,45,2,162750,143220.0,4,970,0,Rouge,5,UU11D80C3029E0A02,24036|SX|5,Correct
VH000330,CL000330,Ford,Fiesta,Fiesta GT Line,2018,Citadine,Diesel,Manuelle,85,5,195000,118865.94,5,1080,998,Blanc,5,WF0635A4C0D9DE794,00330-A-1,Bon
VH000331,CL000331,Hyundai,i10,i10 Business,2012,Citadine,Essence,Manuelle,67,4,145000,60975.86,5,920,998,Noir,5,KMH278EB6614926AC,91199|DL|5,Correct
VH000332,CL000332,Mercedes-Benz,Classe C,Classe C Business,2013,Berline,Essence,Manuelle,156,9,565000,252761.28,5,1480,1496,Blanc,4,WDD1F1EB3083852A3,80477|EE|9,Correct
VH000333,CL000333,Fiat,Tipo,Tipo GT Line,2016,Berline,Essence,Manuelle,95,5,195000,105029.95,5,1180,1368,Vert,4,ZFA772989E083BB6B,00333-E-8,Bon
VH000334,CL000334,Renault,Megane IV,Megane IV Business,2017,Compacte,Essence,Automatique,130,7,285000,163303.52,5,1320,1332,Marron,5,VF1C7835BA35D7309,84796|RB|7,Bon
VH000335,CL000335,Suzuki,Swift,Swift Business,2016,Citadine,Diesel,Automatique,83,4,155000,83485.34,5,950,1197,Bleu,5,JS2CA713D94074CE2,89538|UD|2,Usé
VH000336,CL000336,Renault,Captur,Captur Active,2016,SUV,Diesel,Automatique,110,6,265000,142733.01,5,1220,999,Blanc,5,VF1AFE2D8F975D261,00336-C-2,Excellent
VH000337,CL000337,Peugeot,2008,2008 Active,2017,SUV,Hybride,Automatique,110,6,308000,176482.4,5,1200,1199,Blanc,5,VF37E1AF6219E9EAD,73201|ST|8,Bon
VH000338,CL000338,Fiat,500,500 Intens,2020,Citadine,Essence,Automatique,70,4,165000,100048.58,4,960,999,Gris,3,ZFA08FAB21D0BACFD,44017|VY|6,Bon
VH000339,CL000339,Nissan,Micra,Micra Intens,2012,Citadine,Diesel,Automatique,71,4,165000,69386.33,5,980,999,Blanc,5,JN191B23E669ED43C,00339-C-1,Excellent
VH000340,CL000340,Dacia,Duster,Duster GT Line,2019,SUV,Essence,Automatique,90,5,195000,108780.09,5,1230,1461,Noir,5,UU1F77E0EAC3F6137,40230|HP|2,Excellent
VH000341,CL000341,Suzuki,Vitara,Vitara Active,2019,SUV,Essence,Manuelle,102,6,245000,136672.42,5,1180,1373,Argent,5,JS2E06C0A2849707A,21215|RA|8,Bon
VH000342,CL000342,Peugeot,308,308 Iconic,2016,Compacte,Essence,Automatique,130,6,295000,158891.46,5,1280,1199,Bleu,5,VF3BFAFEDB90DE74B,00342-E-9,Usé
VH000343,CL000343,Fiat,500,500 Active,2021,Citadine,Hybride,Automatique,70,4,184800,121798.27,4,960,999,Rouge,3,ZFA79308483CE02E9,96535|DM|5,Excellent
VH000344,CL000344,Peugeot,2008,2008 Intens,2018,SUV,Diesel,Manuelle,110,6,275000,167631.46,5,1200,1199,Bleu,5,VF3C39CD93AC7B49F,42981|NC|6,Excellent
VH000345,CL000345,Mercedes-Benz,Classe A,Classe A GT Line,2018,Compacte,Hybride,Automatique,136,7,498400,303809.16,5,1360,1332,Blanc,5,WDD83A14C3A646F05,00345-W-9,Bon
VH000346,CL000346,Dacia,Sandero,Sandero Iconic,2022,Citadine,Hybride,Automatique,65,4,140000,100295.01,5,1050,999,Beige,5,UU18A1ADBBAD030E4,83889|YC|2,Excellent
VH000347,CL000347,Kia,Picanto,Picanto Intens,2023,Citadine,Diesel,Manuelle,67,4,135000,91998.72,5,900,998,Argent,5,KNA407BD0B2D32A8E,19098|VL|6,Bon
VH000348,CL000348,Ford,Focus,Focus Intens,2018,Compacte,Hybride,Automatique,125,6,308000,187747.23,5,1320,1499,Rouge,5,WF094439690036637,00348-B-9,Correct
VH000349,CL000349,Dacia,Sandero,Sandero Business,2013,Citadine,Diesel,Automatique,65,4,125000,55920.64,5,1050,999,Bleu,5,UU106F20884ED701F,35608|LU|4,Correct
VH000350,CL000350,Kia,Picanto,Picanto Iconic,2017,Citadine,Essence,Manuelle,67,4,135000,77354.3,5,900,998,Gris,5,KNA182897A6E130CA,40368|HJ|1,Correct
VH000351,CL000351,Renault,Captur,Captur Intens,2016,SUV,Essence,Automatique,110,6,265000,142733.01,5,1220,999,Rouge,5,VF1F567BB79030B49,00351-B-3,Correct
VH000352,CL000352,Volkswagen,Passat,Passat Iconic,2019,Berline,Hybride,Automatique,150,8,431200,240543.45,5,1480,1968,Marron,4,WVWF8A54BCBC9F2D5,95165|YA|7,Bon
VH000353,CL000353,Nissan,Micra,Micra GT Line,2012,Citadine,Hybride,Automatique,71,4,184800,77712.69,5,980,999,Beige,5,JN16F905AA7FDB884,15985|LX|7,Bon
VH000354,CL000354,Citroën,C5 Aircross,C5 Aircross Active,2016,SUV,Essence,Manuelle,130,7,345000,185822.21,5,1480,1199,Beige,5,VF726B8D6B67DF08F,00354-E-7,Correct
VH000355,CL000355,Dacia,Sandero,Sandero Active,2015,Citadine,Diesel,Manuelle,65,4,125000,63287.28,5,1050,999,Bleu,5,UU118613A42CD6CAB,46233|LM|2,Correct
VH000356,CL000356,Audi,Q5,Q5 Intens,2020,SUV,Hybride,Manuelle,190,10,700000,424448.5,5,1780,1984,Gris,5,WAU6A9E214A575D9C,53637|ZV|5,Excellent
VH000357,CL000357,Citroën,C3,C3 GT Line,2020,Citadine,Hybride,Automatique,83,5,196000,118845.58,5,1060,1199,Beige,5,VF70F6830F8E38BFA,00357-A-8,Bon
VH000358,CL000358,Dacia,Sandero,Sandero Iconic,2021,Citadine,Diesel,Manuelle,65,4,125000,82385.19,5,1050,999,Bleu,5,UU173B02B167035A0,89042|CT|5,Bon
VH000359,CL000359,Citroën,C3,C3 GT Line,2014,Citadine,Diesel,Automatique,83,5,175000,83286.06,5,1060,1199,Noir,5,VF74E263FE0E6A9DC,80592|RS|4,Bon
VH000360,CL000360,Peugeot,208,208 Intens,2022,Citadine,Hybride,Automatique,100,5,240800,172507.42,5,1120,1199,Argent,5,VF3789BAD281ADE39,00360-D-5,Bon
VH000361,CL000361,Renault,Megane IV,Megane IV GT Line,2023,Compacte,Diesel,Automatique,130,7,285000,194219.52,5,1320,1332,Argent,5,VF1854179AFEFE8AD,24857|GF|9,Excellent
VH000362,CL000362,Renault,Megane IV,Megane IV GT Line,2022,Compacte,Essence,Automatique,130,7,285000,204171.99,5,1320,1332,Marron,5,VF14FDE520746B8DD,62990|YC|2,Bon
VH000363,CL000363,Nissan,Micra,Micra Business,2018,Citadine,Hybride,Manuelle,71,4,184800,112648.34,5,980,999,Beige,5,JN165038589D39C82,00363-D-4,Bon
VH000364,CL000364,Toyota,Yaris,Yaris Intens,2016,Citadine,Hybride,Automatique,72,4,207200,111601.05,5,980,998,Beige,5,JTD171081DEDDEDF1,45024|NN|7,Bon
VH000365,CL000365,Dacia,Logan,Logan Business,2018,Berline,Essence,Manuelle,90,5,135000,82291.81,5,1100,999,Gris,4,UU1856B7286E25F14,74783|WE|9,Correct
VH000366,CL000366,Mercedes-Benz,Classe A,Classe A Active,2014,Compacte,Hybride,Automatique,136,7,498400,237198.68,5,1360,1332,Gris,5,WDD2C8D0BDE486C71,00366-B-3,Excellent
VH000367,CL000367,Peugeot,308,308 Business,2021,Compacte,Essence,Automatique,130,6,295000,194429.05,5,1280,1199,Noir,5,VF31B8DA2D662B887,24661|AN|7,Excellent
VH000368,CL000368,Renault,Megane IV,Megane IV Iconic,2022,Compacte,Diesel,Manuelle,130,7,285000,204171.99,5,1320,1332,Vert,5,VF1B8F6738FA3551A,90053|GP|7,Bon
VH000369,CL000369,Renault,Duster,Duster Intens,2017,SUV,Diesel,Automatique,115,6,245000,140383.73,5,1280,1461,Argent,5,VF1A3D13BB3B2573E,00369-H-7,Bon
VH000370,CL000370,Kia,Rio,Rio Iconic,2023,Citadine,Hybride,Automatique,100,5,207200,141201.0,5,1080,998,Gris,5,KNA7C06196F3FF40A,24800|EB|1,Excellent
VH000371,CL000371,Hyundai,Accent,Accent Active,2019,Berline,Hybride,Automatique,100,5,218400,121833.7,5,1100,1368,Noir,4,KMHC97E91BBFD4357,51803|JZ|5,Correct
VH000372,CL000372,Kia,Picanto,Picanto Intens,2013,Citadine,Hybride,Automatique,67,4,151200,67641.6,5,900,998,Beige,5,KNA144996906855BC,00372-B-6,Correct
VH000373,CL000373,Ford,Focus,Focus Active,2019,Compacte,Diesel,Automatique,125,6,275000,153407.82,5,1320,1499,Argent,5,WF0AAF08006480310,61498|AY|7,Bon
VH000374,CL000374,Ford,Focus,Focus Iconic,2024,Compacte,Hybride,Automatique,125,6,308000,238515.2,5,1320,1499,Bleu,5,WF0EEBF77E2967B7E,15680|DA|3,Correct
VH000375,CL000375,Hyundai,Creta,Creta GT Line,2025,SUV,Diesel,Manuelle,120,6,265000,233200.0,5,1250,1497,Argent,5,KMH01A0E68C88EA26,00375-E-2,Bon
VH000376,CL000376,Kia,Picanto,Picanto Iconic,2024,Citadine,Diesel,Manuelle,67,4,135000,104544.0,5,900,998,Marron,5,KNAF9AFF118A064B6,19308|RY|5,Bon
VH000377,CL000377,Renault,Megane IV,Megane IV Intens,2016,Compacte,Hybride,Automatique,130,7,319200,171925.94,5,1320,1332,Gris,5,VF1B93F2F43AD69F3,27906|UE|7,Bon
VH000378,CL000378,Toyota,Hilux,Hilux Business,2022,Pick-up,Hybride,Manuelle,150,9,408800,292861.44,5,2050,2393,Blanc,4,JTDC6A3BA90C9C7B9,00378-W-2,Bon
VH000379,CL000379,Peugeot,3008,3008 Intens,2015,SUV,Essence,Manuelle,130,7,385000,194924.81,5,1420,1199,Gris,5,VF3ED47E4AFD1A532,11675|XW|2,Correct
VH000380,CL000380,Dacia,Spring,Spring Intens,2019,Citadine,Électrique,Automatique,45,2,162750,90789.53,4,970,0,Gris,5,UU18E5FDFFF9A9F79,11986|FR|3,Bon
VH000381,CL000381,Toyota,Corolla,Corolla GT Line,2015,Berline,Hybride,Manuelle,122,6,330400,167280.93,5,1350,1798,Argent,4,JTD9DF1CC50FEA4DC,00381-B-6,Bon
VH000382,CL000382,Kia,Picanto,Picanto Iconic,2018,Citadine,Diesel,Automatique,67,4,135000,82291.81,5,900,998,Blanc,5,KNA5A194CC98E6335,10122|WZ|6,Bon
VH000383,CL000383,Hyundai,Creta,Creta GT Line,2016,SUV,Essence,Manuelle,120,6,265000,142733.01,5,1250,1497,Blanc,5,KMH6187267C691E47,34019|SA|5,Correct
VH000384,CL000384,Citroën,C3,C3 Business,2014,Citadine,Hybride,Automatique,83,5,196000,93280.38,5,1060,1199,Noir,5,VF73A2CAACB4A2EAD,00384-B-8,Correct
VH000385,CL000385,Citroën,C4,C4 GT Line,2020,Compacte,Hybride,Manuelle,110,6,296800,179966.16,5,1240,1199,Gris,5,VF7118E75DA5AB8AD,90056|KX|5,Bon
VH000386,CL000386,Kia,Sportage,Sportage Active,2025,SUV,Hybride,Automatique,150,7,375200,330176.0,5,1480,1598,Rouge,5,KNABD44E98A601225,85701|PA|1,Bon
VH000387,CL000387,Ford,Fiesta,Fiesta Intens,2016,Citadine,Essence,Automatique,85,5,195000,105029.95,5,1080,998,Blanc,5,WF01BAD155909F58E,00387-H-2,Correct
VH000388,CL000388,Hyundai,Accent,Accent Business,2019,Berline,Hybride,Automatique,100,5,218400,121833.7,5,1100,1368,Rouge,4,KMHDA4CB2A9B708E8,87287|DR|3,Correct
VH000389,CL000389,Dacia,Logan,Logan GT Line,2013,Berline,Essence,Automatique,90,5,135000,60394.29,5,1100,999,Beige,4,UU157A92EA32323A4,42210|GB|1,Bon
VH000390,CL000390,Nissan,Qashqai,Qashqai Iconic,2023,SUV,Hybride,Manuelle,140,7,364000,248055.81,5,1380,1332,Beige,5,JN135391FE409B1B8,00390-A-7,Usé
VH000391,CL000391,Mercedes-Benz,Classe A,Classe A Business,2016,Compacte,Hybride,Manuelle,136,7,498400,268445.77,5,1360,1332,Bleu,5,WDDE244FCEDD90373,24542|AH|1,Bon
VH000392,CL000392,Dacia,Sandero,Sandero Business,2020,Citadine,Diesel,Manuelle,65,4,125000,75794.38,5,1050,999,Noir,5,UU1F4E69B7E3C837D,91868|DN|8,Correct
VH000393,CL000393,Citroën,C4,C4 Business,2019,Compacte,Hybride,Manuelle,110,6,296800,165568.87,5,1240,1199,Marron,5,VF7555D8B186055FF,00393-D-3,Bon
VH000394,CL000394,Renault,Megane IV,Megane IV Active,2013,Compacte,Hybride,Manuelle,130,7,319200,142798.94,5,1320,1332,Argent,5,VF1F00ABD10033556,92412|ZS|6,Bon
VH000395,CL000395,Renault,Clio V,Clio V GT Line,2019,Citadine,Diesel,Manuelle,90,5,185000,103201.62,5,1150,999,Gris,5,VF1960C36E2837E1D,63845|HP|8,Correct
VH000396,CL000396,Peugeot,3008,3008 Active,2022,SUV,Diesel,Manuelle,130,7,385000,275811.29,5,1420,1199,Noir,5,VF3858FBFA0E92CD4,00396-C-4,Bon
VH000397,CL000397,BMW,X5,X5 Iconic,2013,SUV,Essence,Automatique,265,14,895000,400391.76,5,2150,2998,Marron,5,WBA07957573364AEA,91939|VE|9,Excellent
VH000398,CL000398,Volkswagen,Passat,Passat GT Line,2022,Berline,Diesel,Manuelle,150,8,385000,275811.29,5,1480,1968,Rouge,4,WVWEE823297734D70,55288|WP|3,Bon
VH000399,CL000399,Nissan,Navara,Navara Intens,2014,Pick-up,Diesel,Manuelle,163,9,385000,183229.32,5,2100,2298,Argent,4,JN1B54C0EF8A29951,00399-D-2,Usé
VH000400,CL000400,Nissan,Qashqai,Qashqai Active,2025,SUV,Diesel,Automatique,140,7,325000,286000.0,5,1380,1332,Rouge,5,JN1DF66CC7D47FF8B,19572|SH|7,Correct
VH000401,CL000401,Fiat,Tipo,Tipo Iconic,2012,Berline,Diesel,Automatique,95,5,195000,82002.02,5,1180,1368,Beige,4,ZFAC943F4CC834F80,43839|DD|3,Correct
VH000402,CL000402,Dacia,Spring,Spring GT Line,2017,Citadine,Électrique,Automatique,45,2,162750,93254.9,4,970,0,Rouge,5,UU15BC262C0D5F253,00402-E-6,Bon
VH000403,CL000403,Renault,Captur,Captur GT Line,2024,SUV,Hybride,Manuelle,110,6,296800,229841.92,5,1220,999,Argent,5,VF1D2E4944E841211,14161|BK|7,Excellent
VH000404,CL000404,Renault,Megane IV,Megane IV Iconic,2019,Compacte,Diesel,Automatique,130,7,285000,158986.28,5,1320,1332,Gris,5,VF1C0CBFC64302B2E,15056|MC|8,Usé
VH000405,CL000405,Dacia,Duster,Duster Active,2014,SUV,Diesel,Automatique,90,5,195000,92804.46,5,1230,1461,Beige,5,UU19AAA2328BB73E9,00405-W-5,Correct
VH000406,CL000406,Renault,Clio V,Clio V Business,2013,Citadine,Diesel,Automatique,90,5,185000,82762.54,5,1150,999,Bleu,5,VF1635985D4C7905E,56936|GS|7,Bon
VH000407,CL000407,Dacia,Spring,Spring Active,2020,Citadine,Électrique,Manuelle,45,2,162750,98684.28,4,970,0,Rouge,5,UU11AFEC6DEC1E5BE,74912|ZP|2,Correct
VH000408,CL000408,Toyota,Hilux,Hilux Business,2025,Pick-up,Diesel,Manuelle,150,9,365000,321200.0,5,2050,2393,Argent,4,JTD313C9BB9CDD6B8,00408-H-8,Bon
VH000409,CL000409,Nissan,Navara,Navara Intens,2023,Pick-up,Diesel,Manuelle,163,9,385000,262366.72,5,2100,2298,Marron,4,JN19F2AADA6DCF706,32546|WG|1,Excellent
VH000410,CL000410,Suzuki,Vitara,Vitara Intens,2025,SUV,Diesel,Manuelle,102,6,245000,215600.0,5,1180,1373,Argent,5,JS2F695B7B19D62A3,38520|NU|9,Bon
VH000411,CL000411,Dacia,Sandero,Sandero Business,2024,Citadine,Diesel,Manuelle,65,4,125000,96800.0,5,1050,999,Vert,5,UU142F673A951B740,00411-E-5,Correct
VH000412,CL000412,Kia,Seltos,Seltos Active,2015,SUV,Diesel,Automatique,120,6,255000,129106.04,5,1280,1497,Beige,5,KNA280F9749A89C67,27499|KD|2,Excellent
VH000413,CL000413,Suzuki,Vitara,Vitara GT Line,2020,SUV,Essence,Automatique,102,6,245000,148556.98,5,1180,1373,Argent,5,JS211105A0D1CA3B2,32571|NH|4,Excellent
VH000414,CL000414,Volkswagen,Tiguan,Tiguan Business,2018,SUV,Essence,Manuelle,150,8,425000,259066.8,5,1580,1968,Gris,5,WVWFA1961B2DFC6B6,00414-H-8,Excellent
VH000415,CL000415,Kia,Picanto,Picanto Business,2020,Citadine,Hybride,Manuelle,67,4,151200,91680.88,5,900,998,Argent,5,KNA175B5CC1E19177,26625|KB|2,Correct
VH000416,CL000416,Renault,Duster,Duster Business,2025,SUV,Diesel,Automatique,115,6,245000,215600.0,5,1280,1461,Bleu,5,VF1D377A79F3C3098,70147|ZM|2,Correct
VH000417,CL000417,BMW,Série 1,Série 1 Business,2012,Compacte,Essence,Manuelle,140,8,425000,178722.36,5,1380,1995,Beige,5,WBA4087FDB3A564E9,00417-D-6,Correct
VH000418,CL000418,Dacia,Logan,Logan Iconic,2018,Berline,Diesel,Manuelle,90,5,135000,82291.81,5,1100,999,Beige,4,UU17FFFA809B03018,41610|XE|6,Bon
VH000419,CL000419,Renault,Clio V,Clio V Business,2014,Citadine,Hybride,Automatique,90,5,207200,98610.69,5,1150,999,Vert,5,VF1010D190878BC9B,21252|YM|7,Usé
VH000420,CL000420,Peugeot,2008,2008 Intens,2018,SUV,Diesel,Automatique,110,6,275000,167631.46,5,1200,1199,Argent,5,VF3648F5475769F0D,00420-H-9,Excellent
VH000421,CL000421,BMW,Série 1,Série 1 Business,2022,Compacte,Hybride,Manuelle,140,8,476000,341003.05,5,1380,1995,Marron,5,WBA64B5A1EDE5FD35,90632|GN|8,Bon
VH000422,CL000422,Ford,Fiesta,Fiesta Business,2017,Citadine,Essence,Automatique,85,5,195000,111733.99,5,1080,998,Marron,5,WF0FC9EBAB7211FA0,78435|WA|4,Excellent
VH000423,CL000423,Renault,Duster,Duster Intens,2017,SUV,Essence,Automatique,115,6,245000,140383.73,5,1280,1461,Vert,5,VF10F0DA7E8B77C50,00423-E-2,Correct
VH000424,CL000424,Citroën,C4,C4 Iconic,2014,Compacte,Essence,Manuelle,110,6,265000,126118.88,5,1240,1199,Rouge,5,VF767D86BB0732F75,35462|VK|4,Bon
VH000425,CL000425,Kia,Sportage,Sportage GT Line,2012,SUV,Essence,Automatique,150,7,335000,140875.27,5,1480,1598,Bleu,5,KNA643FCBC66BDB42,14085|FD|6,Correct
VH000426,CL000426,Mercedes-Benz,Classe E,Classe E GT Line,2023,Berline,Hybride,Manuelle,197,11,812000,553355.26,5,1680,1991,Noir,4,WDD660368DC914DC7,00426-D-1,Excellent
VH000427,CL000427,BMW,Série 3,Série 3 Iconic,2015,Berline,Diesel,Manuelle,184,10,525000,265806.56,5,1520,1998,Gris,4,WBA088D1CB984192D,28655|WN|2,Correct
VH000428,CL000428,Toyota,Corolla,Corolla Active,2019,Berline,Hybride,Automatique,122,6,330400,184312.52,5,1350,1798,Blanc,4,JTD3418C894FD1BFD,87125|KD|7,Bon
VH000429,CL000429,Mercedes-Benz,Classe A,Classe A Business,2019,Compacte,Hybride,Manuelle,136,7,498400,278030.75,5,1360,1332,Rouge,5,WDD071587A93E3E7E,00429-H-1,Bon
VH000430,CL000430,Hyundai,Creta,Creta Iconic,2020,SUV,Hybride,Automatique,120,6,296800,179966.16,5,1250,1497,Gris,5,KMH49DB3261C05C51,17219|ZA|9,Usé
