ClientID,Pack1,Score1,Pack2,Score2,Pack3,Score3,PrixEstime,Justification
CL000521,Eco,48.2,Eco+,47.5,Gold,32.5,4243.59,Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000522,Eco+,58.8,Eco,58.0,Gold,55.0,5637.42,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000523,Eco+,77.4,Silver,77.3,Eco,74.2,4060.82,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000524,Premium,99.0,Business,99.0,Gold,92.2,32994.21,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000525,Gold+,77.3,Business,77.3,Premium,77.2,16761.4,Le véhicule possède une forte valeur. Le bonus est excellent. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le pack Gold+ est recommandé en priorité.
CL000526,Eco,63.5,Eco+,49.5,Premium,42.1,4610.94,Le conducteur roule beaucoup. Le pack Eco est recommandé en priorité.
CL000527,Premium,59.2,Gold,58.4,Gold+,56.4,24492.67,L'historique de sinistres nécessite une couverture renforcée. Le pack Premium est recommandé en priorité.
CL000528,Premium,68.8,Business,68.1,VIP,68.0,14650.15,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000529,VIP,69.8,Gold+,68.3,Premium,66.6,62442.82,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000530,Eco,65.2,Eco+,62.4,VIP,54.8,6433.9,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000531,Gold+,95.5,Premium,93.3,Silver+,90.3,21375.16,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le pack Gold+ est recommandé en priorité.
CL000532,Eco,65.6,Premium,53.6,Eco+,52.1,6145.9,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000533,Silver+,73.0,Eco+,66.8,Bronze,63.9,8184.83,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. Le bonus est excellent. Le pack Silver+ est recommandé en priorité.
CL000534,Business,89.4,Premium,87.1,Gold,82.7,20947.85,L'usage professionnel requiert des garanties adaptées. Le pack Business est recommandé en priorité.
CL000535,Eco,67.5,Eco+,66.0,Bronze,62.6,3574.71,Le pack Eco est recommandé en priorité.
CL000536,Gold,99.0,Gold+,99.0,Silver,92.4,21213.89,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000537,Eco,77.7,Business,77.2,Premium,76.9,3724.18,Le conducteur roule beaucoup. Le bonus est excellent. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000538,Eco,84.8,Eco+,83.9,Bronze,82.3,2265.28,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000539,Eco,87.8,Bronze,87.2,Eco+,84.6,3995.43,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000540,Gold+,99.0,Premium,99.0,Business,99.0,17652.62,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000541,Gold+,67.8,Eco,66.7,VIP,66.0,10368.22,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000542,VIP,69.5,Gold,69.1,Premium,67.6,42281.45,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000543,Premium,76.1,Business,74.8,VIP,74.1,45701.05,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000544,Premium,82.6,Business,82.0,VIP,77.4,16181.16,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000545,Silver+,75.5,Bronze,75.2,Eco,74.7,9573.44,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol.
CL000546,Gold,42.3,Business,42.1,Silver+,40.4,11681.65,Le bonus est excellent. Le pack Gold est recommandé en priorité.
CL000547,VIP,85.4,Premium,84.7,Business,83.4,44920.77,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le pack VIP est recommandé en priorité.
CL000548,Silver,42.4,Eco+,42.3,Bronze,41.8,16923.26,Le pack Silver est recommandé en priorité.
CL000549,Gold+,99.0,Premium,99.0,Business,99.0,52317.9,Le véhicule possède une forte valeur. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000550,Premium,67.7,Business,66.5,Gold+,66.0,29404.86,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000551,Eco,84.1,Premium,78.5,VIP,74.7,6593.8,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000552,Eco,77.5,Eco+,77.5,Silver,76.4,4175.73,Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000553,Bronze,66.2,Eco+,63.3,Eco,63.1,2703.25,Le bonus est excellent. Le pack Bronze est recommandé en priorité.
CL000554,Gold,75.4,Gold+,73.8,Eco+,67.1,10485.0,Le véhicule possède une forte valeur. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000555,Eco,65.8,VIP,59.1,Premium,58.6,9625.06,L'historique de sinistres nécessite une couverture renforcée. Le pack Eco est recommandé en priorité.
CL000556,Eco+,68.0,Eco,66.2,Gold+,64.6,7424.1,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000557,Eco,62.0,Eco+,50.4,Bronze,48.9,5255.39,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le pack Eco est recommandé en priorité.
CL000558,Eco+,66.0,Bronze,64.6,Eco,63.9,6280.54,Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000559,Premium,89.9,Gold,89.4,Gold+,88.2,23899.5,Le conducteur roule beaucoup. Le pack Premium est recommandé en priorité.
CL000560,Silver+,46.0,Gold,45.6,Gold+,45.1,10532.71,Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000561,Premium,58.4,Gold,58.3,Business,58.2,35595.21,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000562,Premium,77.8,Silver,77.5,Silver+,77.1,13089.23,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000563,Business,57.3,Premium,54.1,VIP,53.1,35029.09,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000564,Gold+,82.9,Silver,82.0,Eco,68.0,21927.13,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000565,Gold+,68.7,Gold,68.4,Business,68.0,36415.46,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le pack Gold+ est recommandé en priorité.
CL000566,Eco,65.3,Eco+,63.3,Bronze,52.4,2946.49,Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000567,Business,67.6,Silver+,67.1,Gold,67.0,17636.24,Le conducteur roule beaucoup. Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000568,Eco+,66.8,Eco,66.6,Bronze,49.0,4518.9,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000569,Gold,99.0,Premium,99.0,Business,99.0,26804.04,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol.
CL000570,Gold+,87.9,Premium,83.8,Business,82.8,11948.16,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000571,Premium,92.0,Business,76.9,VIP,75.3,18324.58,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000572,Bronze,32.8,Eco+,32.7,Silver,30.4,9281.27,Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000573,Premium,80.9,Business,80.3,VIP,79.9,42397.36,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000574,Gold+,99.0,Premium,99.0,Business,99.0,45680.83,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées.
CL000575,VIP,65.5,Premium,64.9,Business,64.5,34246.52,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000576,Premium,67.0,Silver+,66.6,VIP,66.2,9996.53,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000577,Eco,66.4,Eco+,51.9,Bronze,49.0,3614.6,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000578,VIP,78.8,Premium,78.3,Business,76.9,45221.66,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000579,Business,96.0,Premium,92.7,Gold,87.4,7719.91,Le conducteur roule beaucoup. Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000580,Silver+,67.1,Eco+,65.8,Silver,65.3,8281.73,Le pack Silver+ est recommandé en priorité.
CL000581,Premium,67.9,Eco,67.8,Business,67.4,24786.89,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000582,Eco+,64.7,Eco,64.6,VIP,55.8,4366.57,L'usage professionnel requiert des garanties adaptées. Le pack Eco+ est recommandé en priorité.
CL000583,Silver+,75.1,VIP,69.1,Gold+,68.8,19055.47,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000584,Premium,77.7,VIP,76.8,Business,74.6,19760.32,Le conducteur roule beaucoup. Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000585,Premium,67.6,Gold+,65.7,Business,63.7,30778.95,La marque premium justifie une protection étendue. Le pack Premium est recommandé en priorité.
CL000586,Premium,92.3,Silver+,86.9,Eco,86.2,6962.75,Le conducteur roule beaucoup. Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000587,Premium,77.6,Gold+,76.5,VIP,76.3,19224.96,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000588,Eco,70.1,Eco+,70.0,Gold+,54.5,7497.15,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000589,Premium,91.9,VIP,88.4,Business,87.2,17248.8,L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000590,Silver,89.0,Bronze,75.2,Eco+,73.9,9251.31,Le stationnement en garage fermé réduit le risque vol. Le pack Silver est recommandé en priorité.
CL000591,VIP,69.2,Premium,67.7,Business,67.5,77015.63,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000592,Eco,68.0,Bronze,66.4,Gold,66.3,3456.49,Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000593,Silver+,89.6,Gold,87.3,Silver,78.9,6198.19,Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000594,Premium,84.6,Gold,83.3,Business,82.2,49971.95,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000595,Eco+,88.0,Eco,85.3,Bronze,68.8,7715.11,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000596,Eco+,77.6,Bronze,75.0,Eco,72.5,6618.07,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000597,Eco,64.5,Eco+,63.7,Premium,54.8,5338.18,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000598,Eco,60.3,Eco+,59.4,Business,57.7,8602.62,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000599,Gold,47.6,Business,47.3,VIP,47.1,24328.2,Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000600,Eco+,67.4,Eco,66.7,Bronze,66.5,3881.76,Le pack Eco+ est recommandé en priorité.
CL000601,Gold,77.7,Premium,75.4,Gold+,74.7,5941.02,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000602,Business,59.8,Gold,59.4,Premium,58.3,57280.6,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000603,Premium,57.2,Gold+,56.7,Business,56.3,40177.52,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000604,Eco,49.5,Gold,45.0,VIP,42.8,6574.41,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000605,Gold+,88.8,Business,88.8,VIP,87.2,29814.3,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000606,Premium,57.5,Silver+,56.8,VIP,56.5,25192.03,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000607,Eco,64.7,Eco+,62.5,Bronze,51.7,3594.16,Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000608,Gold+,74.5,Gold,71.8,Eco+,65.7,17819.22,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000609,VIP,67.6,Eco,66.7,Gold+,66.1,25626.98,La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000610,Eco+,87.4,Eco,85.1,Premium,81.9,9139.77,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le pack Eco+ est recommandé en priorité.
CL000611,Premium,86.8,Gold+,84.7,Business,84.6,32250.74,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000612,Premium,99.0,Business,99.0,VIP,99.0,36075.69,Le conducteur roule beaucoup. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000613,Gold+,99.0,Premium,99.0,Business,99.0,7722.65,Le bonus est excellent. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000614,Eco,66.8,Bronze,66.1,Eco+,65.8,4435.23,Le conducteur roule beaucoup. Le pack Eco est recommandé en priorité.
CL000615,Premium,66.8,VIP,63.5,Business,62.7,19696.54,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000616,Premium,99.0,Business,86.0,VIP,84.7,7304.72,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000617,Silver+,66.6,Bronze,66.2,Eco+,64.6,7997.65,Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000618,Bronze,97.8,Eco+,97.4,Eco,95.3,4223.24,Le bonus est excellent. Le pack Bronze est recommandé en priorité.
CL000619,Gold,77.3,Premium,76.4,Gold+,74.4,12527.86,Le conducteur roule beaucoup. Le pack Gold est recommandé en priorité.
CL000620,Bronze,67.0,Eco,65.9,Eco+,64.9,5361.86,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000621,Eco,67.7,Eco+,63.1,Bronze,52.4,2999.14,Le pack Eco est recommandé en priorité.
CL000622,Silver+,67.2,Silver,66.9,Eco,66.6,13380.24,L'usage professionnel requiert des garanties adaptées. Le pack Silver+ est recommandé en priorité.
CL000623,Gold+,89.8,Premium,87.9,Gold,87.2,16447.44,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000624,Premium,87.3,Silver+,73.0,Eco+,67.9,11755.46,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000625,Eco+,84.8,Eco,84.2,Bronze,83.9,2836.82,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000626,VIP,92.9,Business,90.9,Gold+,90.7,40086.15,Le véhicule possède une forte valeur. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. Le pack VIP est recommandé en priorité.
CL000627,Gold+,87.9,Premium,87.2,Business,87.1,29713.76,Le conducteur roule beaucoup. Le bonus est excellent. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000628,Premium,69.6,Business,68.1,VIP,67.8,32767.3,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000629,Business,71.7,Premium,69.0,VIP,67.7,15332.43,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000630,Eco+,76.0,Bronze,75.9,Silver,72.6,7109.43,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000631,Bronze,76.2,Eco,74.8,Silver,73.9,7937.03,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000632,Eco+,68.0,Gold,66.7,Silver+,65.8,3449.14,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000633,Silver+,88.1,Silver,80.8,Gold+,76.8,12499.52,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000634,Premium,83.6,VIP,83.6,Business,79.1,31634.1,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000635,Eco,66.5,Eco+,64.2,Silver+,59.2,4865.82,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000636,Eco,67.1,Eco+,64.7,Bronze,51.4,4879.9,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000637,Bronze,85.4,Eco,84.4,Eco+,84.4,3926.53,Le bonus est excellent. Le pack Bronze est recommandé en priorité.
CL000638,Gold,77.0,Premium,75.0,Silver+,73.4,13848.69,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000639,Premium,47.7,Silver,47.6,Silver+,46.5,25963.79,Le véhicule possède une forte valeur. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000640,Silver+,77.4,Eco+,67.9,Bronze,67.3,8076.23,Le conducteur roule beaucoup. Le pack Silver+ est recommandé en priorité.
CL000641,VIP,90.0,Business,87.8,Gold+,86.5,55076.32,Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le pack VIP est recommandé en priorité.
CL000642,Business,66.7,VIP,66.7,Premium,63.5,26995.96,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000643,Silver+,73.0,Gold,68.8,Premium,68.7,14695.86,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000644,Eco+,64.2,Eco,63.8,Bronze,62.9,2833.34,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000645,Eco,86.8,Eco+,84.8,Bronze,84.1,2749.41,Le conducteur roule beaucoup. Le bonus est excellent. Le pack Eco est recommandé en priorité.
CL000646,Eco+,87.9,Bronze,83.8,Silver+,82.9,2574.26,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000647,Gold+,59.5,Business,55.8,VIP,55.0,23601.35,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000648,Gold,83.8,Gold+,81.9,Premium,81.6,19986.09,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000649,Silver+,75.7,Premium,74.8,Eco,74.2,9711.1,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000650,Premium,74.3,Gold+,73.6,Silver+,72.3,22411.44,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000651,Business,86.7,Premium,84.6,Silver+,77.8,10773.56,Le conducteur roule beaucoup. Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000652,Gold,78.9,Gold+,78.1,Eco+,76.7,19436.87,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000653,Premium,78.8,Business,78.5,Gold,78.1,16047.81,Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000654,Bronze,87.3,Eco+,86.1,Eco,84.2,4312.13,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000655,Premium,67.8,Eco+,66.8,Gold+,65.5,23646.05,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000656,Business,77.7,Gold+,74.9,Premium,73.3,16497.24,Le véhicule possède une forte valeur. Le bonus est excellent. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le pack Business est recommandé en priorité.
CL000657,Eco,71.0,Eco+,52.2,Silver+,51.1,3547.22,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000658,Gold+,99.0,Premium,99.0,Business,99.0,60786.16,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées.
CL000659,Gold,53.4,Gold+,53.4,VIP,53.2,18956.65,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000660,Premium,94.7,Business,94.0,VIP,93.1,57665.35,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000661,Bronze,87.1,Eco+,86.8,Eco,83.6,1770.54,Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000662,VIP,80.6,Business,80.4,Premium,80.1,70504.41,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000663,Eco+,65.9,Eco,64.9,VIP,55.3,5782.4,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000664,Eco,66.7,Gold+,65.0,VIP,63.8,3610.28,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000665,Silver+,84.2,Gold,82.5,Premium,67.0,9013.37,Le conducteur roule beaucoup. Le bonus est excellent. Le pack Silver+ est recommandé en priorité.
CL000666,Premium,84.4,Business,81.5,VIP,81.1,41418.37,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000667,Gold,70.0,VIP,68.1,Eco+,66.7,23279.16,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000668,Premium,67.5,VIP,66.5,Eco,65.6,12279.32,La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
