ContractID,ClientID,VehicleID,Pack,DateSouscription,DateExpiration,PrimeAnnuelle,PrimeMensuelle,Statut,Franchise,Paiement,Reduction,Taxes,MontantFinal
CT000392,CL000080,VH000080,Business,2020-07-13,2021-07-13,10281.64,856.8,Suspendu,600,Mensuel,1254.36,1263.82,10291.1
CT000393,CL000080,VH000080,Gold+,2021-08-30,2022-08-30,7803.03,650.25,Suspendu,1000,Trimestriel,951.97,959.15,7810.21
CT000394,CL000081,VH000081,Eco,2024-02-09,2025-02-08,4508.46,375.7,Actif,3000,Trimestriel,455.35,567.44,4620.55
CT000395,CL000082,VH000082,Eco+,2020-10-17,2021-10-17,4796.82,399.73,Résilié,2500,Semestriel,211.06,642.01,5227.77
CT000396,CL000082,VH000082,Gold+,2021-09-03,2022-09-03,12741.57,1061.8,Résilié,1000,Semestriel,560.63,1705.33,13886.27
CT000397,CL000083,VH000083,Silver,2021-01-30,2022-01-30,14339.01,1194.92,Suspendu,1800,Mensuel,-372.81,2059.65,16771.47
CT000398,CL000083,VH000083,Silver,2020-01-14,2021-01-13,14339.01,1194.92,Expiré,1800,Annuel,-372.81,2059.65,16771.47
CT000399,CL000083,VH000083,Silver,2018-03-21,2019-03-21,14339.01,1194.92,Expiré,1800,Mensuel,-372.81,2059.65,16771.47
CT000400,CL000083,VH000083,Business,2018-09-09,2019-09-09,27689.12,2307.43,Actif,600,Annuel,-719.92,3977.27,32386.31
CT000401,CL000083,VH000083,Eco,2018-07-26,2019-07-26,6922.28,576.86,Résilié,3000,Mensuel,-179.98,994.32,8096.58
CT000402,CL000083,VH000083,Eco,2019-09-11,2020-09-10,6922.28,576.86,Résilié,3000,Mensuel,-179.98,994.32,8096.58
CT000403,CL000083,VH000083,Business,2024-08-11,2025-08-11,27689.12,2307.43,Actif,600,Trimestriel,-719.92,3977.27,32386.31
CT000404,CL000084,VH000084,Eco,2025-02-17,2026-02-17,4645.92,387.16,Suspendu,3000,Annuel,401.87,594.17,4838.22
CT000405,CL000084,VH000084,Silver,2021-12-06,2022-12-06,9623.7,801.98,Expiré,1800,Mensuel,832.45,1230.78,10022.03
CT000406,CL000084,VH000084,Gold,2021-01-21,2022-01-21,12942.22,1078.52,Actif,1200,Mensuel,1119.5,1655.18,13477.9
CT000407,CL000084,VH000084,Eco,2024-06-01,2025-06-01,4645.92,387.16,Actif,3000,Semestriel,401.87,594.17,4838.22
CT000408,CL000085,VH000085,Eco,2021-06-23,2022-06-23,5289.74,440.81,Résilié,3000,Semestriel,-5.29,741.3,6036.33
CT000409,CL000085,VH000085,Eco+,2021-08-01,2022-08-01,6045.42,503.79,Actif,2500,Trimestriel,-6.05,847.21,6898.68
CT000410,CL000085,VH000085,Business,2018-12-14,2019-12-14,21158.97,1763.25,Suspendu,600,Semestriel,-21.16,2965.22,24145.35
CT000411,CL000085,VH000085,Premium,2022-07-09,2023-07-09,18514.1,1542.84,Actif,800,Trimestriel,-18.51,2594.57,21127.18
CT000412,CL000085,VH000085,Eco+,2019-08-04,2020-08-03,6045.42,503.79,Résilié,2500,Annuel,-6.05,847.21,6898.68
CT000413,CL000085,VH000085,Gold+,2025-02-06,2026-02-06,16058.15,1338.18,Actif,1000,Trimestriel,-16.06,2250.39,18324.6
CT000414,CL000085,VH000085,Gold,2023-12-20,2024-12-19,14735.71,1227.98,Actif,1200,Semestriel,-14.74,2065.06,16815.51
CT000415,CL000085,VH000085,Silver,2020-12-21,2021-12-21,10957.32,913.11,Expiré,1800,Annuel,-10.96,1535.56,12503.84
CT000416,CL000085,VH000085,Premium,2023-04-01,2024-03-31,18514.1,1542.84,Expiré,800,Semestriel,-18.51,2594.57,21127.18
CT000417,CL000086,VH000086,Eco+,2025-02-19,2026-02-19,7119.77,593.31,Résilié,2500,Trimestriel,192.23,969.86,7897.4
CT000418,CL000086,VH000086,Business,2018-09-26,2019-09-26,24919.19,2076.6,Actif,600,Mensuel,672.82,3394.49,27640.86
CT000419,CL000086,VH000086,Gold+,2023-03-10,2024-03-09,18911.88,1575.99,Expiré,1000,Trimestriel,510.62,2576.18,20977.44
CT000420,CL000086,VH000086,Bronze,2022-06-30,2023-06-30,10012.17,834.35,Résilié,2000,Semestriel,270.33,1363.86,11105.7
CT000421,CL000087,VH000087,Bronze,2024-04-04,2025-04-04,4699.49,391.62,Suspendu,2000,Annuel,432.35,597.4,4864.54
CT000422,CL000087,VH000087,Eco+,2025-01-21,2026-01-21,3341.86,278.49,Résilié,2500,Trimestriel,307.45,424.82,3459.23
CT000423,CL000087,VH000087,Premium,2019-05-22,2020-05-21,10234.45,852.87,Suspendu,800,Annuel,941.57,1301.0,10593.88
CT000424,CL000087,VH000087,Eco,2025-04-25,2026-04-25,2924.13,243.68,Résilié,3000,Mensuel,269.02,371.72,3026.83
CT000425,CL000087,VH000087,Gold+,2022-03-31,2023-03-31,8876.82,739.74,Actif,1000,Mensuel,816.67,1128.42,9188.57
CT000426,CL000087,VH000087,Bronze,2025-03-13,2026-03-13,4699.49,391.62,Suspendu,2000,Trimestriel,432.35,597.4,4864.54
CT000427,CL000087,VH000087,Silver+,2018-01-22,2019-01-22,6788.15,565.68,Actif,1500,Mensuel,624.51,862.91,7026.55
CT000428,CL000088,VH000088,Eco+,2023-04-16,2024-04-15,6714.12,559.51,Suspendu,2500,Semestriel,416.28,881.7,7179.54
CT000429,CL000088,VH000088,Eco,2021-08-10,2022-08-10,5874.85,489.57,Résilié,3000,Annuel,364.24,771.49,6282.1
CT000430,CL000088,VH000088,Gold,2018-03-27,2019-03-27,16365.66,1363.81,Résilié,1200,Annuel,1014.67,2149.14,17500.13
CT000431,CL000089,VH000089,Eco+,2023-12-20,2024-12-19,4166.07,347.17,Suspendu,2500,Annuel,447.85,520.55,4238.77
CT000432,CL000089,VH000089,VIP,2021-07-11,2022-07-11,18877.49,1573.12,Actif,500,Mensuel,2029.33,2358.74,19206.9
CT000433,CL000090,VH000090,VIP,2018-05-12,2019-05-12,32222.35,2685.2,Résilié,500,Annuel,4350.02,3902.13,31774.46
CT000434,CL000090,VH000090,Eco,2019-09-17,2020-09-16,6222.25,518.52,Actif,3000,Mensuel,840.0,753.52,6135.77
CT000435,CL000090,VH000090,Eco,2023-03-03,2024-03-02,6222.25,518.52,Actif,3000,Semestriel,840.0,753.52,6135.77
CT000436,CL000090,VH000090,Silver+,2018-06-01,2019-06-01,14444.5,1203.71,Résilié,1500,Mensuel,1950.01,1749.23,14243.72
CT000437,CL000090,VH000090,VIP,2020-08-19,2021-08-19,32222.35,2685.2,Actif,500,Trimestriel,4350.02,3902.13,31774.46
CT000438,CL000090,VH000090,Silver,2024-09-05,2025-09-05,12888.94,1074.08,Suspendu,1800,Mensuel,1740.01,1560.85,12709.78
CT000439,CL000090,VH000090,Business,2025-04-30,2026-04-30,24888.99,2074.08,Suspendu,600,Mensuel,3360.01,3014.06,24543.04
CT000440,CL000090,VH000090,Gold,2024-01-21,2025-01-20,17333.4,1444.45,Actif,1200,Semestriel,2340.01,2099.07,17092.46
CT000441,CL000091,VH000091,Silver,2024-08-05,2025-08-05,24329.45,2027.45,Suspendu,1800,Semestriel,2007.18,3125.12,25447.39
CT000442,CL000091,VH000091,Bronze,2025-06-01,2026-06-01,18876.3,1573.02,Actif,2000,Trimestriel,1557.29,2424.66,19743.67
CT000443,CL000091,VH000091,Silver+,2018-10-21,2019-10-21,27265.76,2272.15,Expiré,1500,Trimestriel,2249.43,3502.29,28518.62
CT000444,CL000091,VH000091,Bronze,2019-04-17,2020-04-16,18876.3,1573.02,Suspendu,2000,Mensuel,1557.29,2424.66,19743.67
CT000445,CL000091,VH000091,Eco+,2018-11-29,2019-11-29,13423.14,1118.6,Actif,2500,Trimestriel,1107.41,1724.2,14039.93
CT000446,CL000091,VH000091,Bronze,2018-10-12,2019-10-12,18876.3,1573.02,Actif,2000,Trimestriel,1557.29,2424.66,19743.67
CT000447,CL000091,VH000091,Bronze,2021-09-11,2022-09-11,18876.3,1573.02,Actif,2000,Annuel,1557.29,2424.66,19743.67
CT000448,CL000091,VH000091,Business,2020-09-10,2021-09-10,46981.0,3915.08,Suspendu,600,Semestriel,3875.93,6034.71,49139.78
CT000449,CL000092,VH000092,Business,2020-11-24,2021-11-24,34412.38,2867.7,Suspendu,600,Annuel,3303.59,4355.23,35464.02
CT000450,CL000092,VH000092,Gold,2024-05-25,2025-05-25,23965.77,1997.15,Résilié,1200,Trimestriel,2300.71,3033.11,24698.17
CT000451,CL000092,VH000092,Silver+,2020-10-25,2021-10-25,19971.47,1664.29,Suspendu,1500,Semestriel,1917.26,2527.59,20581.8
CT000452,CL000092,VH000092,Bronze,2018-06-09,2019-06-09,13826.4,1152.2,Actif,2000,Annuel,1327.33,1749.87,14248.94
CT000453,CL000092,VH000092,VIP,2024-07-24,2025-07-24,44551.75,3712.65,Actif,500,Trimestriel,4276.97,5638.47,45913.25
CT000454,CL000092,VH000092,Business,2024-01-28,2025-01-27,34412.38,2867.7,Actif,600,Mensuel,3303.59,4355.23,35464.02
CT000455,CL000093,VH000093,Business,2023-11-18,2024-11-17,17927.82,1493.98,Expiré,600,Annuel,735.04,2406.99,19599.77
CT000456,CL000093,VH000093,VIP,2018-08-11,2019-08-11,23210.12,1934.18,Suspendu,500,Annuel,951.61,3116.19,25374.7
CT000457,CL000093,VH000093,Eco+,2024-08-23,2025-08-23,5122.23,426.85,Résilié,2500,Annuel,210.01,687.71,5599.93
CT000458,CL000093,VH000093,Silver,2019-04-09,2020-04-08,9284.05,773.67,Expiré,1800,Semestriel,380.65,1246.48,10149.88
CT000459,CL000093,VH000093,Silver,2022-07-10,2023-07-10,9284.05,773.67,Actif,1800,Trimestriel,380.65,1246.48,10149.88
CT000460,CL000093,VH000093,Gold,2018-10-09,2019-10-09,12485.45,1040.45,Expiré,1200,Mensuel,511.9,1676.3,13649.85
CT000461,CL000093,VH000093,Bronze,2018-05-07,2019-05-07,7203.14,600.26,Résilié,2000,Trimestriel,295.33,967.09,7874.9
CT000462,CL000094,VH000094,Bronze,2018-08-24,2019-08-24,10556.28,879.69,Résilié,2000,Semestriel,733.66,1375.17,11197.79
CT000463,CL000095,VH000095,Business,2023-01-26,2024-01-26,32653.45,2721.12,Suspendu,600,Semestriel,2220.43,4260.62,34693.64
CT000464,CL000095,VH000095,Eco,2020-06-14,2021-06-14,8163.36,680.28,Expiré,3000,Mensuel,555.11,1065.16,8673.41
CT000465,CL000095,VH000095,Gold+,2023-03-20,2024-03-19,24781.63,2065.14,Actif,1000,Trimestriel,1685.15,3233.51,26329.99
CT000466,CL000095,VH000095,Bronze,2018-05-07,2019-05-07,13119.69,1093.31,Résilié,2000,Mensuel,892.14,1711.86,13939.41
CT000467,CL000095,VH000095,Silver,2020-04-29,2021-04-29,16909.82,1409.15,Expiré,1800,Mensuel,1149.87,2206.39,17966.34
CT000468,CL000095,VH000095,Gold+,2020-03-12,2021-03-12,24781.63,2065.14,Actif,1000,Semestriel,1685.15,3233.51,26329.99
CT000469,CL000096,VH000096,Premium,2023-07-06,2024-07-05,34644.17,2887.01,Résilié,800,Semestriel,2044.01,4564.02,37164.18
CT000470,CL000096,VH000096,Bronze,2021-06-28,2022-06-28,15908.04,1325.67,Expiré,2000,Semestriel,938.57,2095.73,17065.2
CT000471,CL000096,VH000096,Eco,2025-03-27,2026-03-27,9898.33,824.86,Suspendu,3000,Mensuel,584.0,1304.01,10618.34
CT000472,CL000096,VH000096,VIP,2021-06-17,2022-06-17,51259.23,4271.6,Expiré,500,Trimestriel,3024.29,6752.89,54987.83
CT000473,CL000096,VH000096,Silver+,2023-06-11,2024-06-10,22978.28,1914.86,Résilié,1500,Mensuel,1355.72,3027.16,24649.72
CT000474,CL000097,VH000097,Premium,2022-03-17,2023-03-17,16320.93,1360.08,Actif,800,Annuel,807.89,2171.83,17684.87
CT000475,CL000097,VH000097,Eco,2019-10-15,2020-10-14,4663.12,388.59,Expiré,3000,Semestriel,230.82,620.52,5052.82
CT000476,CL000097,VH000097,Premium,2018-12-29,2019-12-29,16320.93,1360.08,Résilié,800,Annuel,807.89,2171.83,17684.87
CT000477,CL000097,VH000097,VIP,2022-09-21,2023-09-21,24148.31,2012.36,Résilié,500,Annuel,1195.34,3213.42,26166.39
CT000478,CL000097,VH000097,Premium,2020-02-22,2021-02-21,16320.93,1360.08,Résilié,800,Mensuel,807.89,2171.83,17684.87
CT000479,CL000098,VH000098,Gold+,2020-02-25,2021-02-24,26302.37,2191.86,Suspendu,1000,Annuel,946.89,3549.77,28905.25
CT000480,CL000098,VH000098,Business,2024-07-30,2025-07-30,34657.24,2888.1,Actif,600,Semestriel,1247.66,4677.34,38086.92
CT000481,CL000098,VH000098,Gold,2023-12-12,2024-12-11,24136.29,2011.36,Actif,1200,Annuel,868.91,3257.43,26524.81
CT000482,CL000098,VH000098,Gold,2018-12-03,2019-12-03,24136.29,2011.36,Résilié,1200,Semestriel,868.91,3257.43,26524.81
CT000483,CL000098,VH000098,Eco+,2021-11-09,2022-11-09,9902.07,825.17,Expiré,2500,Trimestriel,356.47,1336.38,10881.98
CT000484,CL000099,VH000099,VIP,2022-04-22,2023-04-22,13208.04,1100.67,Expiré,500,Semestriel,1234.95,1676.23,13649.32
CT000485,CL000099,VH000099,Bronze,2022-07-06,2023-07-06,4099.05,341.59,Suspendu,2000,Mensuel,383.26,520.21,4236.0
CT000486,CL000099,VH000099,Gold+,2025-03-08,2026-03-08,7742.64,645.22,Suspendu,1000,Semestriel,723.94,982.62,8001.32
CT000487,CL000099,VH000099,Gold+,2020-09-06,2021-09-06,7742.64,645.22,Résilié,1000,Annuel,723.94,982.62,8001.32
CT000488,CL000100,VH000100,Gold,2022-10-29,2023-10-29,23994.81,1999.57,Suspendu,1200,Annuel,467.9,3293.77,26820.68
CT000489,CL000100,VH000100,Eco+,2023-11-04,2024-11-03,9844.03,820.34,Actif,2500,Trimestriel,191.96,1351.29,11003.36
CT000490,CL000100,VH000100,Gold,2021-08-14,2022-08-14,23994.81,1999.57,Actif,1200,Trimestriel,467.9,3293.77,26820.68
CT000491,CL000100,VH000100,Gold,2018-03-18,2019-03-18,23994.81,1999.57,Expiré,1200,Annuel,467.9,3293.77,26820.68
CT000492,CL000100,VH000100,Business,2024-08-19,2025-08-19,34454.09,2871.17,Suspendu,600,Trimestriel,671.85,4729.51,38511.75
CT000493,CL000100,VH000100,Gold,2021-10-08,2022-10-08,23994.81,1999.57,Expiré,1200,Mensuel,467.9,3293.77,26820.68
CT000494,CL000101,VH000101,Business,2019-06-16,2020-06-15,18403.76,1533.65,Résilié,600,Trimestriel,138.03,2557.2,20822.93
CT000495,CL000101,VH000101,Business,2018-03-03,2019-03-03,18403.76,1533.65,Actif,600,Mensuel,138.03,2557.2,20822.93
CT000496,CL000101,VH000101,Eco+,2024-11-17,2025-11-17,5258.22,438.19,Résilié,2500,Mensuel,39.44,730.63,5949.41
CT000497,CL000101,VH000101,Eco+,2020-04-12,2021-04-12,5258.22,438.19,Actif,2500,Mensuel,39.44,730.63,5949.41
CT000498,CL000102,VH000102,Silver,2018-07-12,2019-07-12,14094.83,1174.57,Suspendu,1800,Trimestriel,1226.25,1801.6,14670.18
CT000499,CL000102,VH000102,VIP,2023-01-07,2024-01-07,35237.08,2936.42,Résilié,500,Semestriel,3065.63,4504.0,36675.45
CT000500,CL000102,VH000102,Silver,2024-10-27,2025-10-27,14094.83,1174.57,Actif,1800,Mensuel,1226.25,1801.6,14670.18
CT000501,CL000102,VH000102,Gold+,2024-05-21,2025-05-21,20656.22,1721.35,Actif,1000,Annuel,1797.09,2640.28,21499.41
CT000502,CL000102,VH000102,Silver+,2020-07-12,2021-07-12,15795.93,1316.33,Actif,1500,Annuel,1374.25,2019.04,16440.72
CT000503,CL000103,VH000103,Silver,2022-09-20,2023-09-20,14662.72,1221.89,Expiré,1800,Annuel,-153.96,2074.34,16891.02
CT000504,CL000103,VH000103,Gold,2020-12-31,2021-12-31,19718.83,1643.24,Expiré,1200,Trimestriel,-207.05,2789.62,22715.5
CT000505,CL000103,VH000103,Silver+,2025-05-02,2026-05-02,16432.36,1369.36,Actif,1500,Trimestriel,-172.54,2324.69,18929.59
CT000506,CL000104,VH000104,Premium,2020-01-08,2021-01-07,15560.34,1296.69,Résilié,800,Semestriel,1058.1,2030.31,16532.55
CT000507,CL000104,VH000104,Eco+,2021-12-17,2022-12-17,5080.93,423.41,Actif,2500,Trimestriel,345.5,662.96,5398.39
CT000508,CL000104,VH000104,Bronze,2021-06-30,2022-06-30,7145.05,595.42,Résilié,2000,Mensuel,485.86,932.29,7591.48
CT000509,CL000104,VH000104,Premium,2024-11-25,2025-11-25,15560.34,1296.69,Expiré,800,Trimestriel,1058.1,2030.31,16532.55
CT000510,CL000104,VH000104,Gold+,2023-08-25,2024-08-24,13496.21,1124.68,Actif,1000,Mensuel,917.74,1760.99,14339.46
CT000511,CL000104,VH000104,Silver,2020-01-21,2021-01-20,9209.18,767.43,Actif,1800,Semestriel,626.22,1201.61,9784.57
CT000512,CL000105,VH000105,Eco+,2022-03-27,2023-03-27,4259.3,354.94,Suspendu,2500,Annuel,155.46,574.54,4678.38
CT000513,CL000105,VH000105,Silver,2022-05-25,2023-05-25,7719.99,643.33,Expiré,1800,Semestriel,281.78,1041.35,8479.56
CT000514,CL000105,VH000105,Business,2018-08-21,2019-08-21,14907.56,1242.3,Suspendu,600,Annuel,544.13,2010.88,16374.31
CT000515,CL000106,VH000106,Silver+,2022-05-16,2023-05-16,6536.06,544.67,Suspendu,1500,Annuel,133.99,896.29,7298.36
CT000516,CL000106,VH000106,Business,2025-03-14,2026-03-14,11262.14,938.51,Expiré,600,Annuel,230.87,1544.38,12575.65
CT000517,CL000106,VH000106,Business,2018-09-12,2019-09-12,11262.14,938.51,Expiré,600,Annuel,230.87,1544.38,12575.65
CT000518,CL000107,VH000107,Eco+,2019-03-10,2020-03-09,5812.78,484.4,Actif,2500,Mensuel,412.71,756.01,6156.08
CT000519,CL000108,VH000108,Eco,2018-02-15,2019-02-15,4503.27,375.27,Résilié,3000,Mensuel,576.42,549.76,4476.61
CT000520,CL000108,VH000108,Silver,2021-01-12,2022-01-12,9328.2,777.35,Expiré,1800,Mensuel,1194.01,1138.79,9272.98
CT000521,CL000109,VH000109,Silver+,2021-05-15,2022-05-15,7538.92,628.24,Suspendu,1500,Semestriel,94.24,1042.26,8486.94
CT000522,CL000109,VH000109,Eco+,2023-05-08,2024-05-07,3711.47,309.29,Résilié,2500,Annuel,46.39,513.11,4178.19
CT000523,CL000109,VH000109,Eco,2025-04-10,2026-04-10,3247.53,270.63,Actif,3000,Annuel,40.59,448.97,3655.91
CT000524,CL000110,VH000110,Eco,2018-01-23,2019-01-23,6157.32,513.11,Résilié,3000,Annuel,-141.62,881.85,7180.79
CT000525,CL000110,VH000110,VIP,2022-10-12,2023-10-12,31886.12,2657.18,Expiré,500,Annuel,-733.38,4566.73,37186.23
CT000526,CL000110,VH000110,Gold,2019-11-25,2020-11-24,17152.53,1429.38,Suspendu,1200,Mensuel,-394.51,2456.59,20003.63
CT000527,CL000111,VH000111,Gold,2018-01-16,2019-01-16,21401.94,1783.49,Actif,1200,Mensuel,1433.93,2795.52,22763.53
CT000528,CL000111,VH000111,Bronze,2019-03-04,2020-03-03,12347.27,1028.94,Suspendu,2000,Annuel,827.27,1612.8,13132.8
CT000529,CL000111,VH000111,Business,2024-06-13,2025-06-13,30730.99,2560.92,Résilié,600,Trimestriel,2058.98,4014.08,32686.09
CT000530,CL000111,VH000111,Premium,2021-10-03,2022-10-03,26889.62,2240.8,Actif,800,Semestriel,1801.6,3512.32,28600.34
CT000531,CL000112,VH000112,VIP,2023-11-13,2024-11-12,18044.04,1503.67,Suspendu,500,Semestriel,2300.62,2204.08,17947.5
CT000532,CL000112,VH000112,Silver,2024-07-14,2025-07-14,7217.62,601.47,Actif,1800,Mensuel,920.25,881.63,7179.0
CT000533,CL000113,VH000113,Premium,2018-05-10,2019-05-10,11870.68,989.22,Expiré,800,Mensuel,801.27,1549.72,12619.13
CT000534,CL000113,VH000113,Business,2018-05-15,2019-05-15,13566.49,1130.54,Expiré,600,Semestriel,915.74,1771.11,14421.86
CT000535,CL000113,VH000113,VIP,2024-08-15,2025-08-15,17563.76,1463.65,Actif,500,Semestriel,1185.55,2292.95,18671.16
CT000536,CL000113,VH000113,Eco+,2018-09-28,2019-09-28,3876.14,323.01,Actif,2500,Trimestriel,261.64,506.03,4120.53
CT000537,CL000113,VH000113,Silver+,2025-01-26,2026-01-26,7873.41,656.12,Expiré,1500,Annuel,531.46,1027.87,8369.82
CT000538,CL000113,VH000113,Bronze,2022-02-22,2023-02-22,5450.82,454.23,Suspendu,2000,Trimestriel,367.93,711.6,5794.49
CT000539,CL000113,VH000113,Bronze,2023-02-11,2024-02-11,5450.82,454.23,Actif,2000,Semestriel,367.93,711.6,5794.49
CT000540,CL000113,VH000113,Business,2018-10-05,2019-10-05,13566.49,1130.54,Actif,600,Semestriel,915.74,1771.11,14421.86
CT000541,CL000113,VH000113,Eco,2019-11-14,2020-11-13,3391.62,282.63,Actif,3000,Mensuel,228.93,442.78,3605.47
CT000542,CL000114,VH000114,Silver,2023-01-09,2024-01-09,4322.53,360.21,Suspendu,1800,Trimestriel,134.0,586.39,4774.92
CT000543,CL000114,VH000114,Bronze,2019-12-11,2020-12-10,3353.68,279.47,Actif,2000,Semestriel,103.96,454.96,3704.68
CT000544,CL000115,VH000115,Silver+,2024-11-29,2025-11-29,8036.89,669.74,Actif,1500,Trimestriel,928.26,995.21,8103.84
CT000545,CL000115,VH000115,Bronze,2025-03-13,2026-03-13,5564.0,463.67,Suspendu,2000,Trimestriel,642.64,688.99,5610.35
CT000546,CL000115,VH000115,Bronze,2019-03-21,2020-03-20,5564.0,463.67,Résilié,2000,Mensuel,642.64,688.99,5610.35
CT000547,CL000115,VH000115,Gold,2021-03-04,2022-03-04,9644.26,803.69,Résilié,1200,Trimestriel,1113.91,1194.25,9724.6
CT000548,CL000115,VH000115,Gold,2019-04-01,2020-03-31,9644.26,803.69,Résilié,1200,Mensuel,1113.91,1194.25,9724.6
CT000549,CL000115,VH000115,Silver+,2023-09-14,2024-09-13,8036.89,669.74,Expiré,1500,Semestriel,928.26,995.21,8103.84
CT000550,CL000116,VH000116,Eco,2023-08-15,2024-08-14,2792.04,232.67,Résilié,3000,Semestriel,251.28,355.71,2896.47
CT000551,CL000116,VH000116,Business,2025-04-25,2026-04-25,11168.18,930.68,Résilié,600,Trimestriel,1005.14,1422.83,11585.87
CT000552,CL000116,VH000116,Silver+,2022-05-28,2023-05-28,6481.53,540.13,Actif,1500,Semestriel,583.34,825.75,6723.94
CT000553,CL000116,VH000116,Gold+,2021-06-04,2022-06-04,8475.85,706.32,Expiré,1000,Semestriel,762.83,1079.82,8792.84
CT000554,CL000116,VH000116,Silver,2024-01-28,2025-01-27,5783.52,481.96,Actif,1800,Trimestriel,520.52,736.82,5999.82
CT000555,CL000117,VH000117,Premium,2018-12-05,2019-12-05,33295.97,2774.66,Résilié,800,Semestriel,-166.48,4684.74,38147.19
CT000556,CL000117,VH000117,Silver,2020-11-05,2021-11-05,19705.78,1642.15,Suspendu,1800,Trimestriel,-98.53,2772.6,22576.91
CT000557,CL000117,VH000117,Business,2019-06-18,2020-06-17,38052.53,3171.04,Expiré,600,Semestriel,-190.26,5353.99,43596.78
CT000558,CL000117,VH000117,Eco+,2023-12-12,2024-12-11,10872.15,906.01,Expiré,2500,Semestriel,-54.36,1529.71,12456.22
CT000559,CL000117,VH000117,Silver,2018-07-05,2019-07-05,19705.78,1642.15,Résilié,1800,Annuel,-98.53,2772.6,22576.91
CT000560,CL000118,VH000118,Bronze,2018-02-17,2019-02-17,8434.9,702.91,Suspendu,2000,Semestriel,632.62,1092.32,8894.6
CT000561,CL000118,VH000118,Premium,2024-08-12,2025-08-12,18369.33,1530.78,Actif,800,Semestriel,1377.7,2378.83,19370.46
CT000562,CL000119,VH000119,VIP,2021-10-17,2022-10-17,22214.9,1851.24,Suspendu,500,Semestriel,177.72,3085.21,25122.39
CT000563,CL000119,VH000119,Silver,2023-01-25,2024-01-25,8885.96,740.5,Suspendu,1800,Annuel,71.09,1234.08,10048.95
CT000564,CL000119,VH000119,Bronze,2023-08-26,2024-08-25,6894.28,574.52,Résilié,2000,Semestriel,55.15,957.48,7796.61
CT000565,CL000120,VH000120,Silver,2021-04-21,2022-04-21,32641.63,2720.14,Expiré,1800,Trimestriel,-1387.27,4764.05,38792.95
CT000566,CL000120,VH000120,Silver,2018-10-31,2019-10-31,32641.63,2720.14,Suspendu,1800,Semestriel,-1387.27,4764.05,38792.95
CT000567,CL000120,VH000120,Eco+,2018-07-20,2019-07-20,18009.18,1500.77,Expiré,2500,Semestriel,-765.39,2628.44,21403.01
CT000568,CL000120,VH000120,Gold+,2019-08-26,2020-08-25,47836.87,3986.41,Expiré,1000,Semestriel,-2033.07,6981.79,56851.73
CT000569,CL000120,VH000120,Silver,2018-03-10,2019-03-10,32641.63,2720.14,Suspendu,1800,Semestriel,-1387.27,4764.05,38792.95
CT000570,CL000120,VH000120,VIP,2020-03-29,2021-03-29,81604.08,6800.34,Actif,500,Mensuel,-3468.17,11910.12,96982.37
CT000571,CL000120,VH000120,Business,2021-10-22,2022-10-22,63032.12,5252.68,Résilié,600,Trimestriel,-2678.87,9199.54,74910.53
CT000572,CL000121,VH000121,Premium,2022-06-28,2023-06-28,21746.06,1812.17,Suspendu,800,Semestriel,1685.32,2808.5,22869.24
CT000573,CL000121,VH000121,Premium,2020-05-28,2021-05-28,21746.06,1812.17,Résilié,800,Semestriel,1685.32,2808.5,22869.24
CT000574,CL000121,VH000121,Premium,2021-03-24,2022-03-24,21746.06,1812.17,Résilié,800,Semestriel,1685.32,2808.5,22869.24
CT000575,CL000121,VH000121,Eco+,2021-12-29,2022-12-29,7100.75,591.73,Résilié,2500,Mensuel,550.31,917.06,7467.5
CT000576,CL000121,VH000121,Eco+,2019-02-05,2020-02-05,7100.75,591.73,Résilié,2500,Annuel,550.31,917.06,7467.5
CT000577,CL000122,VH000122,Eco,2022-03-24,2023-03-24,2412.28,201.02,Suspendu,3000,Annuel,325.66,292.13,2378.75
CT000578,CL000122,VH000122,Eco,2024-01-18,2025-01-17,2412.28,201.02,Expiré,3000,Semestriel,325.66,292.13,2378.75
CT000579,CL000122,VH000122,Bronze,2019-04-07,2020-04-06,3876.88,323.07,Actif,2000,Semestriel,523.38,469.49,3822.99
CT000580,CL000122,VH000122,Eco,2021-06-04,2022-06-04,2412.28,201.02,Suspendu,3000,Annuel,325.66,292.13,2378.75
CT000581,CL000122,VH000122,Business,2020-04-17,2021-04-17,9649.14,804.09,Expiré,600,Mensuel,1302.63,1168.51,9515.02
CT000582,CL000123,VH000123,VIP,2018-01-28,2019-01-28,30710.88,2559.24,Actif,500,Annuel,813.84,4185.59,34082.63
CT000583,CL000123,VH000123,Premium,2023-09-23,2024-09-22,20756.32,1729.69,Expiré,800,Mensuel,550.04,2828.88,23035.16
CT000584,CL000123,VH000123,Gold+,2025-02-20,2026-02-20,18002.93,1500.24,Résilié,1000,Semestriel,477.08,2453.62,19979.47
CT000585,CL000123,VH000123,Silver+,2022-10-09,2023-10-09,13766.95,1147.25,Résilié,1500,Semestriel,364.82,1876.3,15278.43
CT000586,CL000123,VH000123,VIP,2024-03-19,2025-03-19,30710.88,2559.24,Actif,500,Trimestriel,813.84,4185.59,34082.63
CT000587,CL000124,VH000124,VIP,2019-08-29,2020-08-28,28104.11,2342.01,Expiré,500,Semestriel,3442.75,3452.59,28113.95
CT000588,CL000124,VH000124,Bronze,2023-04-14,2024-04-13,8721.96,726.83,Actif,2000,Mensuel,1068.44,1071.49,8725.01
