GarantieID,Nom,Pack,Plafond,Franchise,Description,Active
GA00525,Protection juridique jusqu'à 15 000 MAD,Gold+,999999,1500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00526,Catastrophes naturelles et technologiques,Gold+,200000,0,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00527,Dommages tous accidents avec franchise modulable,VIP,200000,3000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00528,Incendie et explosion du véhicule,VIP,50000,1000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00529,Vol avec effraction et agression,Silver+,100000,1000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00530,Responsabilité civile illimitée en dommages corporels,Eco,50000,1500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00531,Dommages corporels du conducteur jusqu'à 500 000 MAD,VIP,200000,0,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00532,Bris de glace sans franchise limité à 2 sinistres/an,Premium,100000,2000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00533,Assistance 0 km 24h/24 au Maroc et en Europe,Business,200000,1000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00534,Véhicule de remplacement 7 jours en cas d'accident,Gold,500000,1000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00535,Protection juridique jusqu'à 15 000 MAD,Silver,50000,1000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00536,Catastrophes naturelles et technologiques,Silver+,50000,1000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00537,Dommages tous accidents avec franchise modulable,Silver,100000,0,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00538,Incendie et explosion du véhicule,Eco,999999,3000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00539,Vol avec effraction et agression,Premium,200000,0,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00540,Responsabilité civile illimitée en dommages corporels,Business,100000,0,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00541,Dommages corporels du conducteur jusqu'à 500 000 MAD,Eco+,500000,2000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00542,Bris de glace sans franchise limité à 2 sinistres/an,VIP,100000,3000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00543,Assistance 0 km 24h/24 au Maroc et en Europe,Silver+,200000,1000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00544,Véhicule de remplacement 7 jours en cas d'accident,Bronze,500000,500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00545,Protection juridique jusqu'à 15 000 MAD,Bronze,50000,1000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00546,Catastrophes naturelles et technologiques,Premium,500000,1500,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00547,Dommages tous accidents avec franchise modulable,Silver,50000,2000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00548,Incendie et explosion du véhicule,Gold+,999999,1500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00549,Vol avec effraction et agression,Business,999999,3000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00550,Responsabilité civile illimitée en dommages corporels,Gold+,999999,2000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00551,Dommages corporels du conducteur jusqu'à 500 000 MAD,Silver+,200000,1000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00552,Bris de glace sans franchise limité à 2 sinistres/an,Eco,200000,1500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00553,Assistance 0 km 24h/24 au Maroc et en Europe,VIP,999999,500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00554,Véhicule de remplacement 7 jours en cas d'accident,Eco,500000,2000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00555,Protection juridique jusqu'à 15 000 MAD,Business,200000,1000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00556,Catastrophes naturelles et technologiques,Eco,100000,500,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00557,Dommages tous accidents avec franchise modulable,Gold,999999,3000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00558,Incendie et explosion du véhicule,Gold+,200000,1500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00559,Vol avec effraction et agression,Silver,500000,500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00560,Responsabilité civile illimitée en dommages corporels,VIP,999999,500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00561,Dommages corporels du conducteur jusqu'à 500 000 MAD,Business,200000,1500,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00562,Bris de glace sans franchise limité à 2 sinistres/an,Gold,50000,500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00563,Assistance 0 km 24h/24 au Maroc et en Europe,Silver+,999999,2000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00564,Véhicule de remplacement 7 jours en cas d'accident,Business,200000,1000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00565,Protection juridique jusqu'à 15 000 MAD,Gold,50000,3000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00566,Catastrophes naturelles et technologiques,Eco,500000,0,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00567,Dommages tous accidents avec franchise modulable,Gold+,200000,0,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00568,Incendie et explosion du véhicule,Gold,50000,500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00569,Vol avec effraction et agression,Gold,500000,2000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00570,Responsabilité civile illimitée en dommages corporels,Business,50000,2000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00571,Dommages corporels du conducteur jusqu'à 500 000 MAD,Gold,500000,500,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00572,Bris de glace sans franchise limité à 2 sinistres/an,Eco,50000,0,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00573,Assistance 0 km 24h/24 au Maroc et en Europe,Silver,500000,1000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00574,Véhicule de remplacement 7 jours en cas d'accident,Premium,500000,500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00575,Protection juridique jusqu'à 15 000 MAD,Eco,100000,500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00576,Catastrophes naturelles et technologiques,Business,50000,500,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00577,Dommages tous accidents avec franchise modulable,VIP,200000,500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00578,Incendie et explosion du véhicule,VIP,500000,1500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00579,Vol avec effraction et agression,VIP,200000,2000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00580,Responsabilité civile illimitée en dommages corporels,Gold,500000,1000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00581,Dommages corporels du conducteur jusqu'à 500 000 MAD,Bronze,999999,3000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00582,Bris de glace sans franchise limité à 2 sinistres/an,Eco+,200000,1500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00583,Assistance 0 km 24h/24 au Maroc et en Europe,Eco,500000,3000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00584,Véhicule de remplacement 7 jours en cas d'accident,VIP,100000,500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00585,Protection juridique jusqu'à 15 000 MAD,Eco,100000,1000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00586,Catastrophes naturelles et technologiques,Eco,200000,1000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00587,Dommages tous accidents avec franchise modulable,Eco,200000,1000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00588,Incendie et explosion du véhicule,Premium,50000,1000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00589,Vol avec effraction et agression,Gold,500000,1500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00590,Responsabilité civile illimitée en dommages corporels,Eco+,50000,500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00591,Dommages corporels du conducteur jusqu'à 500 000 MAD,Premium,100000,2000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00592,Bris de glace sans franchise limité à 2 sinistres/an,Gold+,100000,2000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00593,Assistance 0 km 24h/24 au Maroc et en Europe,Silver+,999999,0,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00594,Véhicule de remplacement 7 jours en cas d'accident,Bronze,100000,3000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00595,Protection juridique jusqu'à 15 000 MAD,Eco+,50000,1000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00596,Catastrophes naturelles et technologiques,Premium,50000,2000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00597,Dommages tous accidents avec franchise modulable,Eco,200000,500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00598,Incendie et explosion du véhicule,Silver,200000,0,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00599,Vol avec effraction et agression,VIP,50000,1000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00600,Responsabilité civile illimitée en dommages corporels,Business,50000,2000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00601,Dommages corporels du conducteur jusqu'à 500 000 MAD,Gold,100000,1500,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00602,Bris de glace sans franchise limité à 2 sinistres/an,VIP,999999,1000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00603,Assistance 0 km 24h/24 au Maroc et en Europe,Gold+,200000,2000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00604,Véhicule de remplacement 7 jours en cas d'accident,Gold+,50000,500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00605,Protection juridique jusqu'à 15 000 MAD,Eco,50000,500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00606,Catastrophes naturelles et technologiques,Business,50000,3000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00607,Dommages tous accidents avec franchise modulable,Gold,999999,2000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00608,Incendie et explosion du véhicule,Bronze,500000,3000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00609,Vol avec effraction et agression,Silver+,200000,1000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00610,Responsabilité civile illimitée en dommages corporels,Bronze,50000,1500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00611,Dommages corporels du conducteur jusqu'à 500 000 MAD,Gold+,999999,1500,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00612,Bris de glace sans franchise limité à 2 sinistres/an,Eco+,100000,0,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00613,Assistance 0 km 24h/24 au Maroc et en Europe,Silver+,999999,1500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00614,Véhicule de remplacement 7 jours en cas d'accident,Eco+,200000,1500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00615,Protection juridique jusqu'à 15 000 MAD,Gold,999999,1500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00616,Catastrophes naturelles et technologiques,Silver,50000,1500,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00617,Dommages tous accidents avec franchise modulable,Silver,200000,3000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00618,Incendie et explosion du véhicule,Bronze,500000,0,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00619,Vol avec effraction et agression,Premium,500000,1000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00620,Responsabilité civile illimitée en dommages corporels,Business,999999,1500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00621,Dommages corporels du conducteur jusqu'à 500 000 MAD,Gold,100000,2000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00622,Bris de glace sans franchise limité à 2 sinistres/an,Eco+,50000,1000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00623,Assistance 0 km 24h/24 au Maroc et en Europe,VIP,200000,500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00624,Véhicule de remplacement 7 jours en cas d'accident,Bronze,999999,0,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00625,Protection juridique jusqu'à 15 000 MAD,Eco+,999999,3000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00626,Catastrophes naturelles et technologiques,VIP,500000,1000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00627,Dommages tous accidents avec franchise modulable,Eco,999999,500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00628,Incendie et explosion du véhicule,Eco+,50000,0,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00629,Vol avec effraction et agression,Silver+,999999,2000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00630,Responsabilité civile illimitée en dommages corporels,Eco+,50000,1000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00631,Dommages corporels du conducteur jusqu'à 500 000 MAD,Business,100000,2000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00632,Bris de glace sans franchise limité à 2 sinistres/an,Gold+,200000,1000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00633,Assistance 0 km 24h/24 au Maroc et en Europe,Business,999999,1500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00634,Véhicule de remplacement 7 jours en cas d'accident,Silver+,200000,2000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00635,Protection juridique jusqu'à 15 000 MAD,Gold,200000,500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00636,Catastrophes naturelles et technologiques,Silver+,50000,2000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00637,Dommages tous accidents avec franchise modulable,Eco,50000,3000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00638,Incendie et explosion du véhicule,Gold+,100000,1000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00639,Vol avec effraction et agression,Gold,200000,0,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00640,Responsabilité civile illimitée en dommages corporels,Business,100000,3000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00641,Dommages corporels du conducteur jusqu'à 500 000 MAD,Silver,200000,1500,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00642,Bris de glace sans franchise limité à 2 sinistres/an,Silver,999999,2000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00643,Assistance 0 km 24h/24 au Maroc et en Europe,Silver+,500000,1000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00644,Véhicule de remplacement 7 jours en cas d'accident,VIP,999999,1000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00645,Protection juridique jusqu'à 15 000 MAD,Eco+,999999,3000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00646,Catastrophes naturelles et technologiques,Bronze,200000,0,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00647,Dommages tous accidents avec franchise modulable,Gold,100000,2000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00648,Incendie et explosion du véhicule,Eco,200000,1500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00649,Vol avec effraction et agression,Eco,100000,500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00650,Responsabilité civile illimitée en dommages corporels,Eco,999999,1500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00651,Dommages corporels du conducteur jusqu'à 500 000 MAD,Silver+,999999,2000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00652,Bris de glace sans franchise limité à 2 sinistres/an,Silver+,50000,2000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00653,Assistance 0 km 24h/24 au Maroc et en Europe,Silver+,200000,0,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00654,Véhicule de remplacement 7 jours en cas d'accident,Eco+,50000,0,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00655,Protection juridique jusqu'à 15 000 MAD,VIP,500000,3000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00656,Catastrophes naturelles et technologiques,Bronze,200000,500,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00657,Dommages tous accidents avec franchise modulable,Silver,999999,0,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00658,Incendie et explosion du véhicule,Silver+,100000,2000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00659,Vol avec effraction et agression,VIP,500000,2000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00660,Responsabilité civile illimitée en dommages corporels,VIP,100000,3000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00661,Dommages corporels du conducteur jusqu'à 500 000 MAD,Eco,50000,2000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00662,Bris de glace sans franchise limité à 2 sinistres/an,VIP,100000,3000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00663,Assistance 0 km 24h/24 au Maroc et en Europe,Business,50000,3000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00664,Véhicule de remplacement 7 jours en cas d'accident,Gold,50000,3000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00665,Protection juridique jusqu'à 15 000 MAD,Premium,100000,0,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00666,Catastrophes naturelles et technologiques,Eco+,100000,0,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00667,Dommages tous accidents avec franchise modulable,Business,999999,1500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00668,Incendie et explosion du véhicule,VIP,500000,3000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00669,Vol avec effraction et agression,Eco+,999999,1500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00670,Responsabilité civile illimitée en dommages corporels,Silver+,200000,500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00671,Dommages corporels du conducteur jusqu'à 500 000 MAD,Silver+,500000,1500,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00672,Bris de glace sans franchise limité à 2 sinistres/an,Silver+,500000,3000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00673,Assistance 0 km 24h/24 au Maroc et en Europe,Premium,100000,1000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00674,Véhicule de remplacement 7 jours en cas d'accident,Silver,50000,1000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00675,Protection juridique jusqu'à 15 000 MAD,Premium,500000,1500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00676,Catastrophes naturelles et technologiques,VIP,200000,3000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00677,Dommages tous accidents avec franchise modulable,VIP,999999,2000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00678,Incendie et explosion du véhicule,Bronze,500000,2000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00679,Vol avec effraction et agression,Silver,100000,1000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00680,Responsabilité civile illimitée en dommages corporels,Premium,999999,3000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00681,Dommages corporels du conducteur jusqu'à 500 000 MAD,Silver+,200000,3000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00682,Bris de glace sans franchise limité à 2 sinistres/an,Gold+,100000,1500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00683,Assistance 0 km 24h/24 au Maroc et en Europe,VIP,100000,500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00684,Véhicule de remplacement 7 jours en cas d'accident,Eco+,500000,500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00685,Protection juridique jusqu'à 15 000 MAD,Eco,500000,3000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00686,Catastrophes naturelles et technologiques,Silver,50000,2000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00687,Dommages tous accidents avec franchise modulable,Gold,100000,1000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00688,Incendie et explosion du véhicule,Premium,500000,1500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00689,Vol avec effraction et agression,Business,50000,3000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00690,Responsabilité civile illimitée en dommages corporels,Business,200000,1000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00691,Dommages corporels du conducteur jusqu'à 500 000 MAD,Gold+,999999,3000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00692,Bris de glace sans franchise limité à 2 sinistres/an,Gold+,500000,1500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00693,Assistance 0 km 24h/24 au Maroc et en Europe,Silver,50000,500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00694,Véhicule de remplacement 7 jours en cas d'accident,Silver,500000,2000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00695,Protection juridique jusqu'à 15 000 MAD,Bronze,999999,500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00696,Catastrophes naturelles et technologiques,Silver,100000,3000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00697,Dommages tous accidents avec franchise modulable,Bronze,500000,1500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00698,Incendie et explosion du véhicule,Eco,500000,0,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00699,Vol avec effraction et agression,Business,200000,1500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00700,Responsabilité civile illimitée en dommages corporels,Eco,100000,1000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00701,Dommages corporels du conducteur jusqu'à 500 000 MAD,VIP,500000,500,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00702,Bris de glace sans franchise limité à 2 sinistres/an,Gold+,999999,1500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00703,Assistance 0 km 24h/24 au Maroc et en Europe,Gold,50000,0,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00704,Véhicule de remplacement 7 jours en cas d'accident,Gold,100000,500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00705,Protection juridique jusqu'à 15 000 MAD,Eco,50000,1000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00706,Catastrophes naturelles et technologiques,Bronze,100000,0,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00707,Dommages tous accidents avec franchise modulable,Business,500000,1000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00708,Incendie et explosion du véhicule,VIP,50000,3000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00709,Vol avec effraction et agression,Premium,50000,0,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00710,Responsabilité civile illimitée en dommages corporels,VIP,200000,0,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
